Energy before extraction (eV),Mean energy after extraction (eV),Std. dev. of energies after extraction (eV),Extraction probability
5.0,0.7734626926726094,0.4568993639892915,1.0
10.0,2.0454509128921625,1.1380050348347832,0.9711815561959655
15.0,3.0876026491099484,1.4310345209714666,0.9285714285714286
20.0,5.420922073835264,1.385989364765796,1.0
25.0,8.551896095648846,1.3506541941971528,1.0
30.0,13.462780453607618,1.7129017674745954,1.0
33.99,17.502525714503836,1.6473612401692432,1.0
34.025,22.04266142661661,5.786053384800126,1.0
35.0,28.709238802499254,4.277915218075721,0.9173228346456693
40.0,34.768782370967145,0.8345345829284887,1.0
45.0,38.68114728510061,0.8972327616542473,1.0
50.0,43.11802010067071,0.9241759022947256,1.0
55.0,47.700433739870775,0.8579239408273932,1.0
60.0,52.560546150458414,0.9061415520773213,1.0
65.0,57.55175940267142,0.9737351198190916,1.0
70.0,63.228976294257414,0.9445467913273686,1.0
75.0,69.40264960686382,0.829309085461577,1.0
80.0,73.82521808038432,0.7746449954550415,1.0
85.0,78.7372559008501,0.960016018691166,1.0
90.0,83.5965860873495,1.0013923386332724,1.0
95.0,87.8330604551462,0.6752196287899015,1.0
100.0,92.71556174926461,0.7125169492308614,1.0
105.0,98.44663281172306,1.20395870108859,1.0
110.0,102.68390851767751,0.6665798724527758,1.0
115.0,107.6412392427711,0.8424215507250178,1.0
120.0,112.799942533681,0.5115215233538057,1.0
