Energy before extraction (eV),Mean energy after extraction (eV),Std. dev. of energies after extraction (eV),Extraction probability
5.0,0.8670897593675662,0.4723186055242842,0.9596541786743515
10.0,2.2279781137052437,1.2096630440787446,0.9640718562874252
15.0,3.279655912796361,1.8029781944640408,0.9769452449567724
20.0,5.110208343676899,1.6803259080375175,0.9941002949852508
25.0,7.922643777442154,1.4755534311291656,1.0
30.0,12.035769134769758,1.6017975413167496,1.0
35.0,17.570506431675554,2.3182168323462427,1.0
35.99,19.027691682665548,1.8865461201386158,1.0
36.025,34.167805488506744,0.028403230500669365,1.0
40.0,34.81604624984367,1.7013198676037857,0.9810725552050473
45.0,38.59858043767744,0.9938658602246551,0.9971098265895953
50.0,42.76446879624573,1.3772591873537272,1.0
55.0,47.33977370002515,1.0191676372266916,1.0
60.0,52.04159669574214,1.02264587703947,1.0
65.0,57.19154939134082,1.1256180993754894,1.0
70.0,62.792389356451864,1.050284128410368,1.0
75.0,68.75038550190779,0.9581173331829046,1.0
80.0,73.5421734420456,1.013819106546467,1.0
85.0,78.14931874613664,0.9936038470753865,1.0
90.0,83.13219165286792,1.0861834602600657,1.0
95.0,87.96679855223738,1.123648308148324,1.0
100.0,93.04408032411011,1.3968374465989168,1.0
105.0,98.09047462862372,1.3783259812231314,1.0
110.0,102.22969106787824,0.849379892726519,1.0
115.0,108.41214140485448,1.6681643416450562,1.0
120.0,113.60261479650042,1.8323562071278554,1.0
